id,sample,state,locality,lat,long,sex,species,mtDNA.type,location,bill.width,bill.length,tarsus,wing,nape,back,rump,flanks,breast.underwing.coverts,male.total,throat.breast.side of neck,yellow,streaking,female.total,phenotype,distance
11998,P_ludovicianus_11998,Missouri,Kansas City 5007 Rockhill Road,39.0350862,-94.5757198,male,ludovicianus,,,,,,,,,,,,,,,,,,
21721,P_ludovicianus_21721,Kansas,Kansas City 5009 Rockhill Road,39.0352778,-94.5744444,female,ludovicianus,,,,,,,,,,,,,,,,,,
25286,P_ludovicianus_25286,Missouri,Kansas City 5009 Rockhill Road,39.0352778,-94.5744444,female,ludovicianus,,,,,,,,,,,,,,,,,,
26595,P_ludovicianus_26595,Kansas,Kansas City 5009 Rockhill Road,39.0352778,-94.5744444,male,ludovicianus,,,,,,,,,,,,,,,,,,
33988,P_ludovicianus_33988,Missouri,Kansas City 5009 Rockhill Road,39.0352778,-94.5744444,male,ludovicianus,,,,,,,,,,,,,,,,,,
34776,P_ludovicianus_34776,Kansas,Johnson County Community College,38.924,-94.735,male,ludovicianus,,,,,,,,,,,,,,,,,,
34779,P_ludovicianus_34779,Kansas,Johnson County Community College,38.924,-94.735,female,ludovicianus,,,,,,,,,,,,,,,,,,
34782,P_ludovicianus_34782,Kansas,Johnson County Community College,38.924,-94.735,female,ludovicianus,,,,,,,,,,,,,,,,,,
34830,P_ludovicianus_34830,Missouri,highway 159,40.054,-95.242,male,ludovicianus,,,,,,,,,,,,,,,,,,
34890,P_melanocephalus_34890,Colorado,"Golden, 9327 Ute Drive",39.865498,-105.281311,female,melanocephalus,,,,,,,,,,,,,,,,,,
39985,P_melanocephalus_39985,Colorado,"Mesa de Maya, 20 kilometers south and 27.2 kilometers west of Kim",37.086496,-103.621942,unknown,melanocephalus,,,,,,,,,,,,,,,,,,
43110,P_melanocephalus_43110,Colorado,"Franktown, 751 Willow Lake Drive",39.370718,-104.78205,unknown,melanocephalus,,,,,,,,,,,,,,,,,,
43276,P_melanocephalus_43276,Colorado,"Franktown, 751 Willow Lake Drive",39.370718,-104.78205,male,melanocephalus,,,,,,,,,,,,,,,,,,
44346,P_melanocephalus_44346,Colorado,"Fort Collins, 4900 East Ridge Road",40.517791,-105.158097,unknown,melanocephalus,,,,,,,,,,,,,,,,,,
44347,P_melanocephalus_44347,Colorado,"Fort Collins, 4900 East Ridge Road",40.517791,-105.158097,unknown,melanocephalus,,,,,,,,,,,,,,,,,,
44471,P_melanocephalus_44471,Colorado,"Franktown, 636 Willow Lake Drive",39.368779,-104.775193,male,melanocephalus,,,,,,,,,,,,,,,,,,
44651,P_melanocephalus_44651,South Dakota,"0.5 mile south of Spearfish, Mouth of Spearfish Canyon",44.46673,-103.85123,male,melanocephalus,1,Spearfish Canyon Lawrence Co.,9.49,13.32,21.77,102,2,2,2,2,4,12,,,,,PM,0
44660,P_melanocephalus_44660,South Dakota,"Higgins Gulch, 1.5 miles southwest of Spearfish",44.4833,-103.9333,male,melanocephalus,1,Higgins Gulch Lawrence Co.,9.63,13.34,22.51,103,2,2,2,2,4,12,,,,,PM,0
44666,P_melanocephalus_44666,South Dakota,"Spearfish Peak, 0.5 mile south of Spearfish",44.45248,-103.84325,male,melanocephalus,1,Spearfish Peak Lawrence Co.,10.09,12.16,22.25,104,2,2,2,2,4,12,,,,,PM,0
44674,P_melanocephalus_44674,South Dakota,"Higgins Gulch, 1.5 miles southwest of Spearfish",44.4833,-103.9333,male,melanocephalus,1,Higgins Gulch Lawrence Co.,10.15,12.4,21.56,104,2,2,2,2,4,12,,,,,PM,0
44676,P_melanocephalus_44676,South Dakota,"Higgins Gulch, 1.5 miles southwest of Spearfish",44.4833,-103.9333,male,melanocephalus,1,Higgins Gulch Lawrence Co.,9.82,13.44,21.92,105,2,2,2,2,4,12,,,,,PM,0
44677,P_melanocephalus_44677,South Dakota,"Higgins Gulch, 1.5 miles southwest of Spearfish",44.4833,-103.9333,male,melanocephalus,1,Higgins Gulch Lawrence Co.,10.97,12.91,21.45,105,2,2,2,2,4,12,,,,,PM,0
44678,P_melanocephalus_44678,South Dakota,"Higgins Gulch, 1.5 miles southwest of Spearfish",44.4833,-103.9333,male,melanocephalus,1,Higgins Gulch Lawrence Co.,10.55,13.85,21.73,105,2,2,2,2,4,12,,,,,PM,0
44679,P_melanocephalus_44679,South Dakota,"Higgins Gulch, 1.5 miles southwest of Spearfish",44.4833,-103.9333,female,melanocephalus,1,Higgins Gulch Lawrence Co.,9.69,13.05,22.2,106,,,,,,,3,2,3,8,PM,0
44680,P_melanocephalus_44680,South Dakota,"Higgins Gulch, 1.5 miles southwest of Spearfish",44.4833,-103.9333,male,melanocephalus,1,Higgins Gulch Lawrence Co.,9.58,12.7,21.39,104,2,2,2,2,4,12,,,,,PM,0
44681,P_melanocephalus_44681,South Dakota,10 miles east of Interior,43.72741344,-101.6422757,male,melanocephalus,1,Interior,9.52,13.04,22.69,107,2,2,2,2,4,12,,,,,PM,195
44683,P_melanocephalus_44683,South Dakota,5 miles south of Kadoka,43.74834574,-101.509235,male,melanocephalus,1,Kadoka,9.82,12.68,19.99,102,2,2,2,2,4,12,,,,,PM,206
44684,P_melanocephalus_44684,South Dakota,5 miles south of Kadoka,43.74834574,-101.509235,male,melanocephalus,1,Kadoka,10.05,12.23,21.95,105,2,2,2,2,4,12,,,,,PM,206
44685,P_melanocephalus_44685,South Dakota,4 miles southeast of Belvidere,43.79035232,-101.2163134,male,melanocephalus,1,Belvidere,10.59,13.62,19.62,108,2,2,2,2,4,12,,,,,PM,230
44686,P_melanocephalus_44686,South Dakota,4 miles southeast of Belvidere,43.78955503,-101.2139186,male,melanocephalus,1,Belvidere,9.98,11.87,21.68,103,2,2,2,2,4,12,,,,,PM,230
44687,P_melanocephalus_44687,South Dakota,4 miles southeast of Belvidere,43.78955503,-101.2139186,male,melanocephalus,1,Belvidere,10.17,13.01,20.87,104,2,2,2,2,4,12,,,,,PM,230
44688,P_melanocephalus_44688,South Dakota,6 miles southeast of Stamford,43.79230798,-101.0204669,male,melanocephalus,,,10.45,13.3,22.55,103,2,2,2,2,4,12,,,,,PM,246
44689,P_melanocephalus_44689,South Dakota,4 miles southeast of Stamford,43.85415863,-101.0256798,male,melanocephalus,1,Mark 7,9.96,11.97,20.31,103,2,2,2,2,4,12,,,,,PM,246
44692,P_melanocephalus_44692,South Dakota,4 miles southeast of Stamford,43.85207037,-101.0235734,male,melanocephalus,1,Mark 8,9.92,12.7,21.47,98,2,2,2,2,4,12,,,,,PM,246
